work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Cumulative_Savings10%_of_their_salary_annually
2023,Senior,Full-time,Analytics Engineer,152900,USD,152900,US,Full-Remote,US,MEDIUM,15290.0
2023,Senior,Full-time,Analytics Engineer,117100,USD,117100,US,Full-Remote,US,MEDIUM,11710.0
2023,Senior,Full-time,Analytics Engineer,173000,USD,173000,US,Full-Remote,US,MEDIUM,17300.0
2023,Senior,Full-time,Analytics Engineer,113000,USD,113000,US,Full-Remote,US,MEDIUM,11300.0
2023,Senior,Full-time,Applied Scientist,260000,USD,260000,US,On-Site,US,LARGE,26000.0
2023,Senior,Full-time,Applied Scientist,136000,USD,136000,US,On-Site,US,LARGE,13600.0
2023,Executive level,Full-time,Data Engineer,175000,USD,175000,US,On-Site,US,MEDIUM,17500.0
2023,Executive level,Full-time,Data Engineer,110000,USD,110000,US,On-Site,US,MEDIUM,11000.0
2023,Senior,Full-time,Applied Scientist,260000,USD,260000,US,On-Site,US,LARGE,26000.0
2023,Senior,Full-time,Applied Scientist,136000,USD,136000,US,On-Site,US,LARGE,13600.0
2023,Senior,Full-time,Research Scientist,130000,USD,130000,US,Full-Remote,US,MEDIUM,13000.0
2023,Senior,Full-time,Research Scientist,110000,USD,110000,US,Full-Remote,US,MEDIUM,11000.0
2023,Senior,Full-time,Applied Scientist,205000,USD,205000,US,Full-Remote,US,MEDIUM,20500.0
2023,Senior,Full-time,Applied Scientist,184000,USD,184000,US,Full-Remote,US,MEDIUM,18400.0
2023,Senior,Full-time,Data Analyst,149500,USD,149500,US,Full-Remote,US,MEDIUM,14950.0
2023,Senior,Full-time,Data Analyst,127075,USD,127075,US,Full-Remote,US,MEDIUM,12707.5
2023,Senior,Full-time,Data Scientist,195000,USD,195000,US,On-Site,US,MEDIUM,19500.0
2023,Senior,Full-time,Data Scientist,160000,USD,160000,US,On-Site,US,MEDIUM,16000.0
2023,Senior,Full-time,Data Engineer,219535,USD,219535,US,Full-Remote,US,MEDIUM,21953.5
2023,Senior,Full-time,Data Engineer,146115,USD,146115,US,Full-Remote,US,MEDIUM,14611.5
2023,Senior,Full-time,Data Scientist,170000,USD,170000,US,On-Site,US,MEDIUM,17000.0
2023,Senior,Full-time,Data Scientist,135000,USD,135000,US,On-Site,US,MEDIUM,13500.0
2023,Senior,Full-time,Data Scientist,175000,USD,175000,US,Full-Remote,US,MEDIUM,17500.0
2023,Senior,Full-time,Data Scientist,145000,USD,145000,US,Full-Remote,US,MEDIUM,14500.0
2023,Senior,Full-time,Data Scientist,199000,USD,199000,US,On-Site,US,MEDIUM,19900.0
2023,Senior,Full-time,Data Scientist,162000,USD,162000,US,On-Site,US,MEDIUM,16200.0
2023,Senior,Full-time,Applied Scientist,222200,USD,222200,US,On-Site,US,LARGE,22220.0
2023,Senior,Full-time,Applied Scientist,136000,USD,136000,US,On-Site,US,LARGE,13600.0
2023,Executive level,Full-time,Analytics Engineer,221000,USD,221000,US,Full-Remote,US,MEDIUM,22100.0
2023,Executive level,Full-time,Analytics Engineer,153000,USD,153000,US,Full-Remote,US,MEDIUM,15300.0
2023,Senior,Full-time,Data Analyst,187000,USD,187000,US,On-Site,US,MEDIUM,18700.0
2023,Senior,Full-time,Data Analyst,128000,USD,128000,US,On-Site,US,MEDIUM,12800.0
2023,Senior,Full-time,Research Scientist,210000,USD,210000,US,On-Site,US,MEDIUM,21000.0
2023,Senior,Full-time,Research Scientist,136000,USD,136000,US,On-Site,US,MEDIUM,13600.0
2023,Senior,Full-time,Data Scientist,175000,USD,175000,US,Full-Remote,US,MEDIUM,17500.0
2023,Senior,Full-time,Data Scientist,100000,USD,100000,US,Full-Remote,US,MEDIUM,10000.0
2023,Senior,Full-time,Data Engineer,179000,USD,179000,US,On-Site,US,MEDIUM,17900.0
2023,Senior,Full-time,Data Engineer,109000,USD,109000,US,On-Site,US,MEDIUM,10900.0
2023,Senior,Full-time,Data Scientist,245000,USD,245000,US,On-Site,US,MEDIUM,24500.0
2023,Senior,Full-time,Data Scientist,180000,USD,180000,US,On-Site,US,MEDIUM,18000.0
2023,Senior,Full-time,Data Analyst,142000,USD,142000,US,Full-Remote,US,MEDIUM,14200.0
2023,Senior,Full-time,Data Analyst,75000,USD,75000,US,Full-Remote,US,MEDIUM,7500.0
2023,Senior,Full-time,Data Manager,198800,USD,198800,US,On-Site,US,MEDIUM,19880.0
2023,Senior,Full-time,Data Manager,105200,USD,105200,US,On-Site,US,MEDIUM,10520.0
2023,Senior,Full-time,Data Analyst,125000,USD,125000,US,Full-Remote,US,MEDIUM,12500.0
2023,Senior,Full-time,Data Analyst,112000,USD,112000,US,Full-Remote,US,MEDIUM,11200.0
2023,Senior,Full-time,Data Scientist,210000,USD,210000,US,On-Site,US,MEDIUM,21000.0
2023,Senior,Full-time,Data Scientist,155000,USD,155000,US,On-Site,US,MEDIUM,15500.0
2023,Senior,Full-time,Data Manager,115000,USD,115000,US,Full-Remote,US,MEDIUM,11500.0
2023,Senior,Full-time,Data Manager,86000,USD,86000,US,Full-Remote,US,MEDIUM,8600.0
2023,Senior,Full-time,Data Scientist,165000,USD,165000,US,On-Site,US,MEDIUM,16500.0
2023,Senior,Full-time,Data Scientist,140000,USD,140000,US,On-Site,US,MEDIUM,14000.0
2023,Senior,Full-time,Data Analyst,139000,USD,139000,US,On-Site,US,MEDIUM,13900.0
2023,Senior,Full-time,Data Analyst,106000,USD,106000,US,On-Site,US,MEDIUM,10600.0
2023,Entry level,Full-time,Data Analyst,55000,CAD,40663,CA,On-Site,CA,LARGE,5500.0
2022,Senior,Full-time,AI Developer,275000,USD,275000,CA,On-Site,CA,SMALL,55000.0
2023,Senior,Freelancer,Machine Learning Researcher,50000,USD,50000,UA,Half-Remote,UA,SMALL,5000.0
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,280700,USD,280700,US,Full-Remote,US,MEDIUM,28070.0
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,150450,USD,150450,US,Full-Remote,US,MEDIUM,15045.0
2023,Entry level,Full-time,Data Scientist,70000,CAD,51753,CA,Full-Remote,CA,LARGE,7000.0
2023,Senior,Full-time,Data Architect,250500,USD,250500,US,On-Site,US,MEDIUM,25050.0
2023,Senior,Full-time,Data Architect,159500,USD,159500,US,On-Site,US,MEDIUM,15950.0
2023,Senior,Full-time,Data Engineer,145000,USD,145000,US,On-Site,US,MEDIUM,14500.0
2023,Senior,Full-time,Data Engineer,115000,USD,115000,US,On-Site,US,MEDIUM,11500.0
2023,Senior,Full-time,Data Analyst,140000,USD,140000,US,On-Site,US,MEDIUM,14000.0
2023,Senior,Full-time,Data Analyst,120000,USD,120000,US,On-Site,US,MEDIUM,12000.0
2023,Entry level,Full-time,Data Scientist,130001,USD,130001,US,Full-Remote,US,MEDIUM,13000.1
2023,Entry level,Full-time,Data Scientist,71907,USD,71907,US,Full-Remote,US,MEDIUM,7190.7
2023,Mid/Intermediate level,Full-time,Data Scientist,93918,USD,93918,US,Full-Remote,US,MEDIUM,9391.8
2023,Mid/Intermediate level,Full-time,Data Scientist,51962,USD,51962,US,Full-Remote,US,MEDIUM,5196.2
2023,Senior,Full-time,Data Analyst,175000,USD,175000,CA,Full-Remote,CA,MEDIUM,17500.0
2023,Senior,Full-time,Data Analyst,135000,USD,135000,CA,Full-Remote,CA,MEDIUM,13500.0
2023,Entry level,Full-time,Data Engineer,85000,USD,85000,US,On-Site,US,MEDIUM,8500.0
2023,Entry level,Full-time,Data Engineer,65000,USD,65000,US,On-Site,US,MEDIUM,6500.0
2023,Senior,Full-time,Machine Learning Engineer,257000,USD,257000,US,On-Site,US,MEDIUM,25700.0
2023,Senior,Full-time,Machine Learning Engineer,147000,USD,147000,US,On-Site,US,MEDIUM,14700.0
2023,Senior,Full-time,Data Engineer,222000,USD,222000,US,Full-Remote,US,MEDIUM,22200.0
2023,Senior,Full-time,Data Engineer,175000,USD,175000,US,Full-Remote,US,MEDIUM,17500.0
2023,Senior,Full-time,Data Scientist,203000,USD,203000,US,Full-Remote,US,MEDIUM,20300.0
2023,Senior,Full-time,Data Scientist,133200,USD,133200,US,Full-Remote,US,MEDIUM,13320.0
2023,Entry level,Full-time,Applied Scientist,213660,USD,213660,US,On-Site,US,LARGE,21366.0
2023,Entry level,Full-time,Applied Scientist,130760,USD,130760,US,On-Site,US,LARGE,13076.0
2023,Senior,Full-time,Data Engineer,221000,USD,221000,US,On-Site,US,MEDIUM,22100.0
2023,Senior,Full-time,Data Engineer,147000,USD,147000,US,On-Site,US,MEDIUM,14700.0
2023,Senior,Full-time,Data Quality Analyst,100000,USD,100000,US,On-Site,US,MEDIUM,10000.0
2023,Senior,Full-time,Data Quality Analyst,80000,USD,80000,US,On-Site,US,MEDIUM,8000.0
2023,Senior,Full-time,Data Scientist,185900,USD,185900,US,On-Site,US,MEDIUM,18590.0
2023,Senior,Full-time,Data Scientist,129300,USD,129300,US,On-Site,US,MEDIUM,12930.0
2023,Senior,Full-time,Data Scientist,238000,USD,238000,US,Full-Remote,US,MEDIUM,23800.0
2023,Senior,Full-time,Data Scientist,156000,USD,156000,US,Full-Remote,US,MEDIUM,15600.0
2023,Senior,Full-time,Machine Learning Engineer,304000,USD,304000,US,Full-Remote,US,MEDIUM,30400.0
2023,Senior,Full-time,Machine Learning Engineer,199000,USD,199000,US,Full-Remote,US,MEDIUM,19900.0
2023,Mid/Intermediate level,Full-time,Big Data Engineer,45000,EUR,48289,ES,Full-Remote,ES,MEDIUM,4500.0
2023,Senior,Full-time,Data Engineer,150000,USD,150000,US,On-Site,US,MEDIUM,15000.0
2023,Senior,Full-time,Data Engineer,130000,USD,130000,US,On-Site,US,MEDIUM,13000.0
2023,Senior,Full-time,Data Scientist,140000,USD,140000,US,Full-Remote,US,MEDIUM,14000.0
2023,Senior,Full-time,Data Scientist,110000,USD,110000,US,Full-Remote,US,MEDIUM,11000.0
2023,Mid/Intermediate level,Full-time,Data Analyst,90000,USD,90000,US,On-Site,US,MEDIUM,9000.0
2023,Mid/Intermediate level,Full-time,Data Analyst,75000,USD,75000,US,On-Site,US,MEDIUM,7500.0
2023,Mid/Intermediate level,Full-time,Research Scientist,161200,GBP,195895,GB,On-Site,GB,MEDIUM,16120.0
2023,Mid/Intermediate level,Full-time,Research Scientist,84570,GBP,102772,GB,On-Site,GB,MEDIUM,8457.0
2023,Senior,Full-time,Data Engineer,240000,USD,240000,US,On-Site,US,MEDIUM,24000.0
2023,Senior,Full-time,Data Engineer,183600,USD,183600,US,On-Site,US,MEDIUM,18360.0
2023,Mid/Intermediate level,Full-time,Data Specialist,130000,USD,130000,US,On-Site,US,MEDIUM,13000.0
2023,Mid/Intermediate level,Full-time,Data Specialist,80000,USD,80000,US,On-Site,US,MEDIUM,8000.0
2023,Senior,Full-time,Data Engineer,250000,USD,250000,US,On-Site,US,MEDIUM,25000.0
2023,Senior,Full-time,Data Engineer,150000,USD,150000,US,On-Site,US,MEDIUM,15000.0
2023,Senior,Full-time,Data Analytics Manager,160000,USD,160000,US,Full-Remote,US,MEDIUM,16000.0
2023,Senior,Full-time,Data Analytics Manager,120000,USD,120000,US,Full-Remote,US,MEDIUM,12000.0
2023,Senior,Full-time,Machine Learning Engineer,289076,USD,289076,US,On-Site,US,MEDIUM,28907.6
2023,Senior,Full-time,Machine Learning Engineer,202353,USD,202353,US,On-Site,US,MEDIUM,20235.3
2023,Senior,Full-time,Data Engineer,145000,USD,145000,US,On-Site,US,MEDIUM,14500.0
2023,Senior,Full-time,Data Engineer,120000,USD,120000,US,On-Site,US,MEDIUM,12000.0
2023,Senior,Full-time,Data Analyst,155000,USD,155000,US,On-Site,US,MEDIUM,15500.0
2023,Senior,Full-time,Data Analyst,106000,USD,106000,US,On-Site,US,MEDIUM,10600.0
2023,Senior,Full-time,Data Engineer,200000,USD,200000,US,On-Site,US,MEDIUM,20000.0
2023,Senior,Full-time,Data Engineer,160000,USD,160000,US,On-Site,US,MEDIUM,16000.0
2023,Senior,Full-time,Data Scientist,157750,USD,157750,US,Full-Remote,US,MEDIUM,15775.0
2023,Senior,Full-time,Data Scientist,104650,USD,104650,US,Full-Remote,US,MEDIUM,10465.0
2023,Mid/Intermediate level,Full-time,Data Scientist,180000,USD,180000,US,Full-Remote,US,MEDIUM,18000.0
2023,Mid/Intermediate level,Full-time,Data Scientist,140000,USD,140000,US,Full-Remote,US,MEDIUM,14000.0
2023,Executive level,Full-time,Data Scientist,200000,USD,200000,US,On-Site,US,MEDIUM,20000.0
2023,Executive level,Full-time,Data Scientist,145000,USD,145000,US,On-Site,US,MEDIUM,14500.0
2023,Mid/Intermediate level,Full-time,Lead Data Analyst,68000,USD,68000,US,On-Site,US,LARGE,6800.0
2023,Entry level,Full-time,BI Data Engineer,60000,USD,60000,US,Full-Remote,US,MEDIUM,6000.0
2023,Senior,Full-time,Data Scientist,45000,EUR,48289,ES,On-Site,ES,MEDIUM,4500.0
2023,Senior,Full-time,Data Scientist,36000,EUR,38631,ES,On-Site,ES,MEDIUM,3600.0
2023,Entry level,Full-time,Data Engineer,85000,USD,85000,US,On-Site,US,MEDIUM,8500.0
2023,Entry level,Full-time,Data Engineer,65000,USD,65000,US,On-Site,US,MEDIUM,6500.0
2023,Mid/Intermediate level,Full-time,Data Engineer,125000,USD,125000,US,On-Site,US,MEDIUM,12500.0
2023,Mid/Intermediate level,Full-time,Data Engineer,90000,USD,90000,US,On-Site,US,MEDIUM,9000.0
2023,Senior,Full-time,Data Analyst,105000,USD,105000,US,Full-Remote,US,MEDIUM,10500.0
2023,Senior,Full-time,Data Analyst,90000,USD,90000,US,Full-Remote,US,MEDIUM,9000.0
2023,Senior,Full-time,Analytics Engineer,179820,USD,179820,US,On-Site,US,MEDIUM,17982.0
2023,Senior,Full-time,Analytics Engineer,143860,USD,143860,US,On-Site,US,MEDIUM,14386.0
2023,Senior,Full-time,Data Analyst,135000,USD,135000,US,On-Site,US,MEDIUM,13500.0
2023,Senior,Full-time,Data Analyst,105500,USD,105500,US,On-Site,US,MEDIUM,10550.0
2023,Entry level,Full-time,Research Engineer,155000,USD,155000,US,On-Site,US,MEDIUM,15500.0
2023,Entry level,Full-time,Research Engineer,125000,USD,125000,US,On-Site,US,MEDIUM,12500.0
2023,Senior,Full-time,Machine Learning Engineer,241000,USD,241000,US,On-Site,US,MEDIUM,24100.0
2023,Senior,Full-time,Machine Learning Engineer,181000,USD,181000,US,On-Site,US,MEDIUM,18100.0
2023,Senior,Full-time,Data Scientist,252000,USD,252000,US,On-Site,US,MEDIUM,25200.0
2023,Senior,Full-time,Data Scientist,154000,USD,154000,US,On-Site,US,MEDIUM,15400.0
2023,Executive level,Full-time,Data Architect,180000,USD,180000,US,On-Site,US,MEDIUM,18000.0
2023,Executive level,Full-time,Data Architect,155000,USD,155000,US,On-Site,US,MEDIUM,15500.0
2023,Senior,Full-time,Data Scientist,191765,USD,191765,US,On-Site,US,MEDIUM,19176.5
2023,Senior,Full-time,Data Scientist,134236,USD,134236,US,On-Site,US,MEDIUM,13423.6
2023,Senior,Full-time,Data Scientist,175000,USD,175000,US,Full-Remote,US,MEDIUM,17500.0
2023,Senior,Full-time,Data Scientist,145000,USD,145000,US,Full-Remote,US,MEDIUM,14500.0
2023,Senior,Full-time,Data Scientist,237000,USD,237000,US,Full-Remote,US,MEDIUM,23700.0
2023,Senior,Full-time,Data Scientist,145000,USD,145000,US,Full-Remote,US,MEDIUM,14500.0
2023,Entry level,Full-time,Research Engineer,155000,USD,155000,US,On-Site,US,MEDIUM,15500.0
2023,Entry level,Full-time,Research Engineer,125000,USD,125000,US,On-Site,US,MEDIUM,12500.0
2023,Senior,Full-time,Data Analyst,80000,USD,80000,US,On-Site,US,MEDIUM,8000.0
2023,Senior,Full-time,Data Analyst,70000,USD,70000,US,On-Site,US,MEDIUM,7000.0
2023,Senior,Full-time,Data Engineer,146000,USD,146000,US,On-Site,US,MEDIUM,14600.0
2023,Senior,Full-time,Data Engineer,75000,USD,75000,US,On-Site,US,MEDIUM,7500.0
2023,Entry level,Full-time,Data Analyst,64200,USD,64200,US,Full-Remote,US,MEDIUM,6420.0
2023,Entry level,Full-time,Data Analyst,56100,USD,56100,US,Full-Remote,US,MEDIUM,5610.0
2023,Senior,Full-time,Machine Learning Engineer,170000,USD,170000,US,On-Site,US,MEDIUM,17000.0
2023,Senior,Full-time,Machine Learning Engineer,130000,USD,130000,US,On-Site,US,MEDIUM,13000.0
2023,Senior,Full-time,Data Analyst,208450,USD,208450,US,Full-Remote,US,MEDIUM,20845.0
2023,Senior,Full-time,Data Analyst,170550,USD,170550,US,Full-Remote,US,MEDIUM,17055.0
2023,Senior,Full-time,Machine Learning Engineer,125000,USD,125000,US,On-Site,US,MEDIUM,12500.0
2023,Senior,Full-time,Machine Learning Engineer,100000,USD,100000,US,On-Site,US,MEDIUM,10000.0
2023,Mid/Intermediate level,Full-time,Data Manager,135000,USD,135000,US,On-Site,US,MEDIUM,13500.0
2023,Mid/Intermediate level,Full-time,Data Manager,120000,USD,120000,US,On-Site,US,MEDIUM,12000.0
2023,Senior,Full-time,Data Scientist,200000,USD,200000,US,Full-Remote,US,MEDIUM,20000.0
2023,Senior,Full-time,Data Scientist,170000,USD,170000,US,Full-Remote,US,MEDIUM,17000.0
2023,Senior,Full-time,Data Scientist,171250,USD,171250,IE,On-Site,IE,MEDIUM,17125.0
2023,Senior,Full-time,Data Scientist,113750,USD,113750,IE,On-Site,IE,MEDIUM,11375.0
2023,Senior,Full-time,Applied Scientist,222200,USD,222200,US,On-Site,US,LARGE,22220.0
2023,Senior,Full-time,Applied Scientist,136000,USD,136000,US,On-Site,US,LARGE,13600.0
2023,Senior,Full-time,Applied Scientist,260000,USD,260000,US,On-Site,US,LARGE,26000.0
2023,Senior,Full-time,Applied Scientist,136000,USD,136000,US,On-Site,US,LARGE,13600.0
2023,Senior,Full-time,Data Analyst,153600,USD,153600,US,On-Site,US,MEDIUM,15360.0
2023,Senior,Full-time,Data Analyst,100500,USD,100500,US,On-Site,US,MEDIUM,10050.0
2023,Senior,Full-time,Applied Scientist,205000,USD,205000,US,Full-Remote,US,MEDIUM,20500.0
2023,Senior,Full-time,Applied Scientist,184000,USD,184000,US,Full-Remote,US,MEDIUM,18400.0
2023,Senior,Full-time,Machine Learning Engineer,115000,USD,115000,CA,Full-Remote,CA,MEDIUM,11500.0
2023,Senior,Full-time,Machine Learning Engineer,95000,USD,95000,CA,Full-Remote,CA,MEDIUM,9500.0
2023,Mid/Intermediate level,Full-time,Data Analyst,182500,USD,182500,US,On-Site,US,MEDIUM,18250.0
2023,Mid/Intermediate level,Full-time,Data Analyst,121500,USD,121500,US,On-Site,US,MEDIUM,12150.0
2023,Senior,Full-time,Data Engineer,203100,USD,203100,US,On-Site,US,MEDIUM,20310.0
2023,Senior,Full-time,Data Engineer,114500,USD,114500,US,On-Site,US,MEDIUM,11450.0
2023,Mid/Intermediate level,Full-time,Data Analyst,60000,GBP,72914,GB,On-Site,GB,MEDIUM,6000.0
2023,Mid/Intermediate level,Full-time,Data Analyst,45000,GBP,54685,GB,On-Site,GB,MEDIUM,4500.0
2023,Senior,Full-time,Data Engineer,252000,USD,252000,US,On-Site,US,MEDIUM,25200.0
2023,Senior,Full-time,Data Engineer,129000,USD,129000,US,On-Site,US,MEDIUM,12900.0
2023,Entry level,Full-time,Data Engineer,92700,USD,92700,US,Full-Remote,US,MEDIUM,9270.0
2023,Entry level,Full-time,Data Engineer,61800,USD,61800,US,Full-Remote,US,MEDIUM,6180.0
2023,Senior,Full-time,Data Engineer,160000,USD,160000,US,Full-Remote,US,MEDIUM,16000.0
2023,Senior,Full-time,Data Engineer,130000,USD,130000,US,Full-Remote,US,MEDIUM,13000.0
2023,Senior,Full-time,Data Scientist,258000,USD,258000,CA,On-Site,CA,MEDIUM,25800.0
2023,Senior,Full-time,Data Scientist,190000,USD,190000,CA,On-Site,CA,MEDIUM,19000.0
2023,Senior,Full-time,Data Scientist,170000,USD,170000,US,On-Site,US,MEDIUM,17000.0
2023,Senior,Full-time,Data Scientist,135000,USD,135000,US,On-Site,US,MEDIUM,13500.0
2023,Mid/Intermediate level,Full-time,Data Architect,167500,USD,167500,US,On-Site,US,MEDIUM,16750.0
2023,Mid/Intermediate level,Full-time,Data Architect,106500,USD,106500,US,On-Site,US,MEDIUM,10650.0
2023,Senior,Full-time,Data Scientist,195000,USD,195000,US,On-Site,US,MEDIUM,19500.0
2023,Senior,Full-time,Data Scientist,160000,USD,160000,US,On-Site,US,MEDIUM,16000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,146000,USD,146000,US,On-Site,US,MEDIUM,14600.0
2023,Mid/Intermediate level,Full-time,Data Engineer,75000,USD,75000,US,On-Site,US,MEDIUM,7500.0
2022,Entry level,Full-time,Data Engineer,57000,EUR,59888,NL,Full-Remote,NL,LARGE,11400.0
2023,Executive level,Full-time,Data Engineer,286000,USD,286000,US,Full-Remote,US,MEDIUM,28600.0
2023,Executive level,Full-time,Data Engineer,207000,USD,207000,US,Full-Remote,US,MEDIUM,20700.0
2023,Senior,Full-time,Data Analyst,100000,USD,100000,US,Full-Remote,US,MEDIUM,10000.0
2023,Senior,Full-time,Data Analyst,80000,USD,80000,US,Full-Remote,US,MEDIUM,8000.0
2023,Senior,Full-time,Data Engineer,223250,USD,223250,US,On-Site,US,MEDIUM,22325.0
2023,Senior,Full-time,Data Engineer,178600,USD,178600,US,On-Site,US,MEDIUM,17860.0
2023,Executive level,Full-time,Director of Data Science,353200,USD,353200,US,On-Site,US,MEDIUM,35320.0
2023,Executive level,Full-time,Director of Data Science,249300,USD,249300,US,On-Site,US,MEDIUM,24930.0
2023,Mid/Intermediate level,Full-time,Machine Learning Scientist,230000,USD,230000,US,On-Site,US,MEDIUM,23000.0
2023,Mid/Intermediate level,Full-time,Machine Learning Scientist,220000,USD,220000,US,On-Site,US,MEDIUM,22000.0
2023,Senior,Full-time,Data Scientist,297300,USD,297300,US,Full-Remote,US,MEDIUM,29730.0
2023,Senior,Full-time,Data Scientist,198200,USD,198200,US,Full-Remote,US,MEDIUM,19820.0
2023,Mid/Intermediate level,Full-time,Research Scientist,210000,USD,210000,US,Full-Remote,US,MEDIUM,21000.0
2023,Mid/Intermediate level,Full-time,Research Scientist,151800,USD,151800,US,Full-Remote,US,MEDIUM,15180.0
2023,Senior,Full-time,Data Scientist,200000,USD,200000,US,Full-Remote,US,MEDIUM,20000.0
2023,Senior,Full-time,Data Scientist,170000,USD,170000,US,Full-Remote,US,MEDIUM,17000.0
2023,Senior,Full-time,Data Scientist,317070,USD,317070,US,On-Site,US,MEDIUM,31707.0
2023,Senior,Full-time,Data Scientist,170730,USD,170730,US,On-Site,US,MEDIUM,17073.0
2023,Senior,Full-time,Data Engineer,128000,USD,128000,US,On-Site,US,MEDIUM,12800.0
2023,Senior,Full-time,Data Engineer,81500,USD,81500,US,On-Site,US,MEDIUM,8150.0
2023,Entry level,Full-time,Business Data Analyst,20000,EUR,21461,ES,On-Site,ES,MEDIUM,2000.0
2023,Senior,Full-time,AI Developer,108000,USD,108000,UA,On-Site,UA,MEDIUM,10800.0
2023,Senior,Full-time,AI Developer,60000,USD,60000,UA,On-Site,UA,MEDIUM,6000.0
2023,Mid/Intermediate level,Full-time,MLOps Engineer,134000,USD,134000,US,Full-Remote,US,MEDIUM,13400.0
2023,Mid/Intermediate level,Full-time,MLOps Engineer,124000,USD,124000,US,Full-Remote,US,MEDIUM,12400.0
2023,Senior,Full-time,Data Engineer,171250,USD,171250,US,On-Site,US,MEDIUM,17125.0
2023,Senior,Full-time,Data Engineer,113750,USD,113750,US,On-Site,US,MEDIUM,11375.0
2023,Senior,Full-time,Data Engineer,165000,USD,165000,US,On-Site,US,MEDIUM,16500.0
2023,Senior,Full-time,Data Engineer,132300,USD,132300,US,On-Site,US,MEDIUM,13230.0
2023,Senior,Full-time,Data Scientist,225000,USD,225000,US,On-Site,US,MEDIUM,22500.0
2023,Senior,Full-time,Data Scientist,175000,USD,175000,US,On-Site,US,MEDIUM,17500.0
2023,Senior,Full-time,Data Engineer,230000,USD,230000,US,On-Site,US,MEDIUM,23000.0
2023,Senior,Full-time,Data Engineer,124500,USD,124500,US,On-Site,US,MEDIUM,12450.0
2023,Senior,Full-time,Machine Learning Engineer,247500,USD,247500,US,On-Site,US,MEDIUM,24750.0
2023,Senior,Full-time,Machine Learning Engineer,172200,USD,172200,US,On-Site,US,MEDIUM,17220.0
2023,Senior,Full-time,Data Analyst,175000,USD,175000,US,On-Site,US,MEDIUM,17500.0
2023,Senior,Full-time,Data Analyst,145000,USD,145000,US,On-Site,US,MEDIUM,14500.0
2023,Senior,Full-time,Data Analyst,148700,USD,148700,US,On-Site,US,MEDIUM,14870.0
2023,Senior,Full-time,Data Analyst,125600,USD,125600,US,On-Site,US,MEDIUM,12560.0
2023,Senior,Full-time,Data Engineer,145000,USD,145000,US,On-Site,US,MEDIUM,14500.0
2023,Senior,Full-time,Data Engineer,115000,USD,115000,US,On-Site,US,MEDIUM,11500.0
2023,Senior,Full-time,Research Scientist,200000,USD,200000,US,On-Site,US,MEDIUM,20000.0
2023,Senior,Full-time,Research Scientist,150000,USD,150000,US,On-Site,US,MEDIUM,15000.0
2023,Entry level,Full-time,Research Engineer,160000,USD,160000,US,On-Site,US,MEDIUM,16000.0
2023,Entry level,Full-time,Research Engineer,120000,USD,120000,US,On-Site,US,MEDIUM,12000.0
2023,Senior,Full-time,Data Analyst,185000,USD,185000,US,Full-Remote,US,MEDIUM,18500.0
2023,Senior,Full-time,Data Analyst,120250,USD,120250,US,Full-Remote,US,MEDIUM,12025.0
2023,Senior,Full-time,Data Scientist,275300,USD,275300,US,Full-Remote,US,MEDIUM,27530.0
2023,Senior,Full-time,Data Scientist,183000,USD,183000,US,Full-Remote,US,MEDIUM,18300.0
2023,Senior,Full-time,Data Architect,170000,USD,170000,US,Full-Remote,US,MEDIUM,17000.0
2023,Senior,Full-time,Data Architect,125000,USD,125000,US,Full-Remote,US,MEDIUM,12500.0
2023,Mid/Intermediate level,Full-time,Data Architect,167500,USD,167500,US,On-Site,US,MEDIUM,16750.0
2023,Mid/Intermediate level,Full-time,Data Architect,106500,USD,106500,US,On-Site,US,MEDIUM,10650.0
2023,Senior,Full-time,Research Scientist,250000,USD,250000,US,On-Site,US,MEDIUM,25000.0
2023,Senior,Full-time,Research Scientist,200000,USD,200000,US,On-Site,US,MEDIUM,20000.0
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,135000,USD,135000,US,Half-Remote,US,LARGE,13500.0
2023,Senior,Full-time,AI Scientist,1500000,ILS,423834,IL,On-Site,IL,LARGE,150000.0
2023,Senior,Full-time,Machine Learning Engineer,216000,USD,216000,US,Full-Remote,US,MEDIUM,21600.0
2023,Senior,Full-time,Machine Learning Engineer,184000,USD,184000,US,Full-Remote,US,MEDIUM,18400.0
2023,Senior,Full-time,Data Engineer,180000,USD,180000,US,Full-Remote,US,MEDIUM,18000.0
2023,Senior,Full-time,Data Engineer,165000,USD,165000,US,Full-Remote,US,MEDIUM,16500.0
2023,Senior,Full-time,Data Scientist,185900,USD,185900,US,On-Site,US,MEDIUM,18590.0
2023,Senior,Full-time,Data Scientist,129300,USD,129300,US,On-Site,US,MEDIUM,12930.0
2023,Senior,Full-time,Data Engineer,145000,USD,145000,US,On-Site,US,MEDIUM,14500.0
2023,Senior,Full-time,Data Engineer,120000,USD,120000,US,On-Site,US,MEDIUM,12000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,143865,USD,143865,US,On-Site,US,MEDIUM,14386.5
