system_id,RetirementSystemName,NumberofPlans,NumberofEmployers,fy,fund_id,actives_tot,InactiveVestedMembers,InactiveNonVested,beneficiaries_tot,beneficiaries_ServiceRetirees,beneficiaries_survivors,beneficiaries_SpousalSurvivors,beneficiaries_other,DROPMembers,OtherMembers,TotMembership,BegMktAssets_net,contrib_EE_regular,contrib_ER_regular,contrib_ER_state,contrib_EE_PurchaseService,contrib_EE_other,contrib_ER_other,contrib_other,contrib_tot,FairValueChange_investments,FairValueChange_RealEstate,income_interest,income_dividends,income_InterestAndDividends,income_RealEstate,income_PrivateEquity,income_alternatives,income_international,income_OtherInvestments,expense_RealEstate,expense_PrivateEquity,expense_alternatives,expense_OtherInvestments,expense_investments,income_SecuritiesLending,expense_SecuritiesLending,income_SecuritiesLendingRebate,income_OtherAdditions,income_net,expense_TotBenefits,expense_RetBenefits,expense_DisabilityBenefits,expense_DeathBenefits,expense_DROPBenefits,expense_SurvivorBenefits,expense_COLABenefits,expense_LumpSumBenefits,expense_OtherBenefits,expense_refunds,expense_AdminExpenses,expense_Depreciation,expense_OtherDeductions,expense_net,adjustment_MktAssets,MktAssets_net,ppd_system_directory_listed,RetirementSystemDesc,sys_DataStartYear,sys_DataEndYear,RetirementSystemStateAbbrev,Source,L
44,Massachusetts State Employees' Retirement System,1,1,2013,43,87175,4067,,55383,45084,6501,,,,,146625,19396013,529519,565673,,,,,41820,1137012,1882654,,145875,261769,407643,90626,,68091,,-752,,,,,-29957,,,,,3555317,-1847759,-1847759,,,,,,,,,-18613,,,-1866372,,21084958,1,The Massachusetts SERS administers pension and other benefits for substantially all state employees. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM).,2001,2022,MA,"MA-PRIT CAFR p 33: As of6/30 2014, there were 42 participating systems amd 54 purchasing systems invested in the PRIT Fund",
44,Massachusetts State Employees' Retirement System,1,1,2014,43,88156,4213,,56327,46035,6482,,,,,148696,21084958,501106,593932,,,,,49115,1144153,3009660,,142127,277156,419282,95577,,68230,,3457,,,,,-33350,,,,,4707009,-1825015,-1825015,,,,,,,,,-36057,,,-1861072,,23930895,1,The Massachusetts SERS administers pension and other benefits for substantially all state employees. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM).,2001,2022,MA,"MA-PRIT CAFR p 33: As of6/30 2014, there were 42 participating systems amd 54 purchasing systems invested in the PRIT Fund",
44,Massachusetts State Employees' Retirement System,1,1,2015,43,88508,4340,,57774,47381,6513,,,,,150622,23930895,549493,606379,13595,,15808,,92503,1277778,317619,,104344,251461,355805,100572,,58327,,4579,,,,,-37919,2172,-270,,,2078661,-1876451,-1876451,,,,,,,,,-15966,,-74554,-1966971,,24042585,1,The Massachusetts SERS administers pension and other benefits for substantially all state employees. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM).,2001,2022,MA,"MA-PRIT CAFR p 33: As of6/30 2014, there were 42 participating systems amd 54 purchasing systems invested in the PRIT Fund",
44,Massachusetts State Employees' Retirement System,1,1,2016,43,88081,4350,,61377,50965,6496,,,,,153808,24042585,591948,660818,50923,,16642,,397077,1717408,-95906,,111785,266917,378702,115809,,57039,,6337,,,,,-43441,5008,-610,,,2140346,-2107327,-2107327,,,,,,,,,-20624,,-83824,-2211775,,23971156,1,The Massachusetts SERS administers pension and other benefits for substantially all state employees. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM).,2001,2022,MA,"MA-PRIT CAFR p 33: As of6/30 2014, there were 42 participating systems amd 54 purchasing systems invested in the PRIT Fund",
44,Massachusetts State Employees' Retirement System,1,1,2017,43,90014,4094,,62259,51844,6474,,,,,156367,23971156,604772,716266,57548,,7999,,232548,1619133,2418444,,121764,287050,408814,118703,,77030,,16955,,,,,-56202,4439,-550,,,4606765,-2207582,-2207582,,,,,,,,,-30030,,-58077,-2295689,,26282232,1,The Massachusetts SERS administers pension and other benefits for substantially all state employees. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM).,2001,2022,MA,"MA-PRIT CAFR p 33: As of6/30 2014, there were 42 participating systems amd 54 purchasing systems invested in the PRIT Fund",
44,Massachusetts State Employees' Retirement System,1,1,2018,43,87822,4424,,63194,52797,6509,,,,,155440,26282232,600705,840990,63908,,9564,,118124,1633291,1878576,,138254,306343,444597,111516,,47248,,36535,,,,,-61748,4658,-634,,,4094039,-2314447,-2314447,,,,,,,,,-16369,,-50434,-2381250,,27995021,1,The Massachusetts SERS administers pension and other benefits for substantially all state employees. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM).,2001,2022,MA,"MA-PRIT CAFR p 33: As of6/30 2014, there were 42 participating systems amd 54 purchasing systems invested in the PRIT Fund",
44,Massachusetts State Employees' Retirement System,1,1,2019,43,87969,4119,,64758,54241,6612,,,,,156846,27995021,632730,919545,66083,,10191,,104765,1733314,1004146,,167027,311098,478126,112466,,38041,,-28496,,,,,-64031,3628,-481,,,3276712,-2427556,-2427556,,,,,,,,,-15853,,-64528,-2507937,,28763796,1,The Massachusetts SERS administers pension and other benefits for substantially all state employees. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM).,2001,2022,MA,"MA-PRIT CAFR p 33: As of6/30 2014, there were 42 participating systems amd 54 purchasing systems invested in the PRIT Fund",
44,Massachusetts State Employees' Retirement System,1,1,2020,43,87553,,,65830,,,,,,,,28763796,659015,1003828,67105,,9718,,90944,1830610,4934,,156713,302463,459176,118661,,33535,,14734,,,,,-66525,3212,-408,,,2397929,-2539198,-2539198,,,,,,,,,-18089,,-37138,-2594425,,28567300,1,The Massachusetts SERS administers pension and other benefits for substantially all state employees. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM).,2001,2022,MA,"MA-PRIT CAFR p 33: As of6/30 2014, there were 42 participating systems amd 54 purchasing systems invested in the PRIT Fund",
44,Massachusetts State Employees' Retirement System,1,1,2021,43,87136,4570,23357,66901,56380,6554,,,,,158607,28567300,652911,1105838,70412,,,13352,90879,1933392,7646630,,178319,269943,448262,115674,,52394,,42009,,,,,-74632,2394,-312,,,10165810,-2539198,-2657397,,,,,,,,,-21685,,-14557,-2693639,,36039471,1,The Massachusetts SERS administers pension and other benefits for substantially all state employees. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM).,2001,2022,MA,"MA-PRIT CAFR p 33: As of6/30 2014, there were 42 participating systems amd 54 purchasing systems invested in the PRIT Fund",
44,Massachusetts State Employees' Retirement System,1,1,2022,43,85999,4909,26149,68280,57721,6579,,,,,159188,36039471,693853,1310596,68442,,,28449,138957,2240297,-2030535,,249136,364661,613797,145379,53720,,,37060,,,,,-118515,2547,-916,,,942833,-2801900,-2801900,,,,,,,,,-34817,,-14461,-2851178,,34131126,1,The Massachusetts SERS administers pension and other benefits for substantially all state employees. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM).,2001,2022,MA,"MA-PRIT CAFR p 33: As of6/30 2014, there were 42 participating systems amd 54 purchasing systems invested in the PRIT Fund",
45,Massachusetts Teachers Retirement Board,1,1,2001,43,86798,,,32631,28835,3023,,,,,119429,16136561,571273,,415104,,,,,986377,-1576741,,294717,115837,410554,67262,,2878,,4530,,,,,-38046,,,,,-143186,-775476,-775476,,,,,,,,,-7831,,,-783307,,15210068,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2002,43,89427,,,34970,31136,3059,,,,,124397,15210068,408940,,494761,,,,,903701,-1351028,,236326,110370,346696,66668,,3484,,33,,,,,-33229,5122,,,,-58552,-932387,-932387,,,,,,,,,,,,-932387,,14219129,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2003,43,89006,,,37041,33108,3138,,,,,126047,14219129,416364,,504014,,,,,920378,-216910,,-512293,-389239,-901533,-159229,,-7944,,-16214,,,,,76428,-16020,3970,,,-317073,-1065318,-1065318,,,,,,,,,,,,-1065318,,12836738,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2004,43,87934,,,39341,35395,3167,,,,,127275,12836738,432568,,522133,,,,,954701,2820325,,234007,228762,462769,91056,,9236,,6398,,,,,-45782,6068,-4412,,,4300359,-1230428,-1230428,,,,,,,,,,,,-1230428,,15906669,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2005,43,88027,,,42164,38152,3240,,,,,130191,15906669,443317,,506711,,,,,950028,1865492,,259818,243525,503344,115078,,40543,,5840,,,,,-60419,4451,-13686,,,3410670,-1371000,-1371000,,,,,,,,,,,,-1371000,,17946339,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2006,43,88788,,,44452,40393,3303,,,,,133240,17946339,913379,,816792,,,,,1730171,2165829,,270523,220573,491096,110225,,13627,,21479,,,,,-82461,,,,,4449966,-1134751,-1134751,,,,,,,,,-463862,,,-1598613,716082,21513774,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2007,43,88962,,,47635,43518,3371,,,,,136597,21513774,303516,,860113,,,,,1163629,3010248,,258363,237509,495871,105536,,45299,,5208,,,,,-54504,5612,-10485,,,4766413,-1686373,-1686373,,,,,,,,,-15327,,,-1701700,,24578487,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2008,43,89636,,,50024,45888,3411,,,,,139660,24578487,573984,,907360,,,,,1481344,-1391268,,348930,321861,670791,131096,,17501,,2627,,,,,-67819,4911,-51,,,849132,-1859322,-1859322,,,,,,,,,-14975,,,-1874297,,23553322,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2009,43,89788,,,52107,47892,3468,,,,,141895,23553322,599410,,891941,,,,,1491351,-6206399,,174405,237208,411613,106267,,11391,,-4971,,,,,-17309,,,,,-4208057,-2017174,-2017174,,,,,,,,,-17864,,,-2035038,,17310227,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2010,43,88673,,,53951,49686,3532,,,,,142624,17310227,593147,,933274,,,,,1526421,1665814,,143113,211946,355058,91370,,26262,,2198,,,,,-27814,,,,,3639309,-2146929,-2146929,,,,,,,,,-15831,,-126871,-2289631,,18659905,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2011,43,87136,,,55690,51363,3590,,,,,142826,18659905,616533,,976491,,,,,1593024,3499283,,154837,274706,429543,89101,,43878,,61,,,,,-30432,,,,,5624458,-2197622,-2197622,,,,,,,,,-16777,,-121290,-2335689,-52298,21896376,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2012,43,86860,,,57406,53055,3620,,,,,144266,21896376,640056,,939945,,,,,1580001,-681256,,154639,301615,456255,95671,,35683,,-2135,,,,,-30778,,,,,1453441,-2330836,-2330836,,,,,,,,,-14958,,-90399,-2436193,,20913624,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2013,43,87765,,,59019,54658,3626,,,,,146784,20913624,642718,,937066,,,,251933,1831717,1954408,,151434,271746,423180,94080,,70686,,-781,,,,,-31099,,,,,4342191,-2517231,-2517231,,,,,,,,,-38820,,-2462,-2558513,,22697302,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2014,43,88788,,,61034,56586,3699,,,,,149822,22697302,653328,,1035418,,,,73659,1762405,3186232,,150465,293416,443881,101184,,72232,,3660,,,,,-35307,,,,,5534288,-2551737,-2551737,,,,,,,,,-41675,,-99532,-2692944,,25538646,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2015,43,90070,,,62312,57998,3570,,,,,152382,25538646,669941,,1131415,,,,81440,1882796,335313,,110157,265470,375627,106175,,61577,,4834,,,,,-40031,2293,-285,,,2728299,-2684049,-2684049,,,,,,,,,-23444,,-130384,-2837877,,25429068,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2016,43,91059,,,63744,59367,3646,,,,,154803,25429068,699422,,1245017,,,,82362,2026801,-100084,,116655,278545,395200,120854,,59524,,6613,,,,,-45334,5226,-637,,,2468164,-2791011,-2791011,,,,,,,,,-24220,,-139929,-2955160,,24942072,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2017,43,92128,,,65036,60621,3706,,,,,157164,24942072,730212,,1367992,,,,91269,2189473,2509689,,126358,297880,424238,123181,,79936,,17594,,,,,-58323,4607,-570,,,5289825,-2896567,-2896567,,,,,,,,,-24053,,-172668,-3093288,,27138609,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2018,43,93119,,,66078,61659,3720,,,,,159197,27138609,755688,,1446081,,,,100436,2302205,1941045,,142852,316530,459381,115224,,48820,,37750,,,,,-63802,4813,-655,,,4844781,-2992578,-2992578,,,,,,,,,-19528,,-179573,-3191679,,28791711,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2019,43,94103,,,67110,62660,3765,,,,,161213,28791711,782431,,1586856,,,,91386,2460673,1031063,,171505,319438,490942,115481,,39061,,-29260,,,,,-65748,3725,-494,,,4045443,-3092363,-3092363,,,,,,,,,-18324,,-189487,-3300174,,29536980,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2020,43,95315,,,67945,,,,,,,,29536980,821105,,1710474,,,,76181,2607760,5059,,160671,310102,470773,121658,,34382,,15106,,,,,-68205,3293,-418,,,3189408,-3189813,-3189813,,,,,,,,,-22391,,-196187,-3408391,,29317997,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2021,43,96527,,,68780,64282,3838,,,,,165307,29317997,833236,,1911459,,,,91927,2836622,7853844,,183152,277258,460410,118808,,53813,,43148,,,,,-76654,2459,-321,,,11292129,-3288820,-3279491,,,,,,,,,-21782,,-220729,-3522002,,37088124,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
45,Massachusetts Teachers Retirement Board,1,1,2022,43,98926,,,69727,65202,3889,,,,,168653,37088124,892123,,2283973,,,,97389,3273485,-2118305,,259905,380423,640328,151664,56042,,,38661,,,,,-123637,2657,-955,,,1919938,-3365783,-3365783,,,,,,,,,-19196,,-238221,-3623200,,35384862,1,"The Massachusetts TRB administers pension benefits for public school teachers and other certificated employees in the state, excluding Boston, which maintains its own retirement system. The Public Employee Retirement Administration Commission (PERAC) provides oversight of and actuarial services for the TRS and the other 105 public retirement systems in the state. Assets are managed by the Pension Reserves Investment Management Board (PRIM), whose nine members include the state treasurer, the governor or his or her designee, elected representatives of the state employees and teachers retirement systems, and elected board members from the SERS and TRS.",2001,2022,MA,,
46,Municipal Employees' Retirement System of Michigan,1,713,2001,45,36583,5799,,16905,13048,2934,,,,,59287,3788886,32164,121940,,,,,,154103,-173192,,65499,23566,89065,2351,,,,472,,,,,-8289,11848,-10835,-10401,1070,66594,-182273,-182273,,,,,,,,-5414,-5757,,-14217,-207660,,3647821,1,"MERS of Michigan administers pension and other benefits for employees of more than 800 municipalities and other political subdivisions that have elected to participate. The system also administers defined contribution and hybrid retirement plans and various health insurance plans for its member cities, which may choose the type of retirement and health plan coverage.",2001,2022,MI,2014 MERS CAFR P 29,
46,Municipal Employees' Retirement System of Michigan,1,713,2002,45,37043,5510,,17538,13578,3019,,,,,60091,3647821,39625,127802,,,,,,167428,-392268,,45715,31000,76714,3852,,,,771,,,,,-8883,4902,-4098,-3755,1086,-150496,-200794,-200794,,,,,,,,-3733,-7003,,-491,-212021,,3285304,1,"MERS of Michigan administers pension and other benefits for employees of more than 800 municipalities and other political subdivisions that have elected to participate. The system also administers defined contribution and hybrid retirement plans and various health insurance plans for its member cities, which may choose the type of retirement and health plan coverage.",2001,2022,MI,2014 MERS CAFR P 29,
46,Municipal Employees' Retirement System of Michigan,1,713,2003,45,37159,5575,,18443,14319,3152,,,,,61177,3285304,62422,161029,,,,,,223450,736700,,43600,23123,66723,4151,,,,705,,,,,-9739,5294,-4467,-4113,822,1023640,-221138,-221138,,,,,,,,-3542,-8050,,-4218,-236947,,4071997,1,"MERS of Michigan administers pension and other benefits for employees of more than 800 municipalities and other political subdivisions that have elected to participate. The system also administers defined contribution and hybrid retirement plans and various health insurance plans for its member cities, which may choose the type of retirement and health plan coverage.",2001,2022,MI,2014 MERS CAFR P 29,
46,Municipal Employees' Retirement System of Michigan,1,713,2004,45,36766,5804,,19271,15060,3197,,,,,61841,4071997,55409,167943,,,,,,223352,526861,,41906,23447,65354,4728,,,,478,,,,,-12062,7513,-6172,-5725,819,810871,-247454,-247454,,,,,,,,-5253,-9957,,-709,-263373,,4619496,1,"MERS of Michigan administers pension and other benefits for employees of more than 800 municipalities and other political subdivisions that have elected to participate. The system also administers defined contribution and hybrid retirement plans and various health insurance plans for its member cities, which may choose the type of retirement and health plan coverage.",2001,2022,MI,2014 MERS CAFR P 29,
46,Municipal Employees' Retirement System of Michigan,1,713,2005,45,36467,6126,,20155,15829,3278,,,,,62748,4619496,71325,207124,,,,,,278448,227124,,46459,29773,76232,4539,,,,230,,,,,-16500,22621,-20485,-19951,6020,578229,-274147,-274147,,,,,,,,-4158,-11557,,-421,-290283,,4907442,1,"MERS of Michigan administers pension and other benefits for employees of more than 800 municipalities and other political subdivisions that have elected to participate. The system also administers defined contribution and hybrid retirement plans and various health insurance plans for its member cities, which may choose the type of retirement and health plan coverage.",2001,2022,MI,2014 MERS CAFR P 29,
46,Municipal Employees' Retirement System of Michigan,1,713,2006,45,36846,6235,,21464,16853,3506,,,,,64545,4907442,84124,286227,,,,,,370352,551194,,49381,34418,83799,13446,,,,228,,,,,-17032,43560,-41036,-40405,791,1005302,-304173,-304173,,,,,,,,-4711,-12540,,-1277,-322701,,5590043,1,"MERS of Michigan administers pension and other benefits for employees of more than 800 municipalities and other political subdivisions that have elected to participate. The system also administers defined contribution and hybrid retirement plans and various health insurance plans for its member cities, which may choose the type of retirement and health plan coverage.",2001,2022,MI,2014 MERS CAFR P 29,
46,Municipal Employees' Retirement System of Michigan,1,713,2007,45,36518,6438,,22600,17832,3610,,,,,65556,5590043,61772,320204,,,,,,381975,351789,,64095,48398,112493,8732,,,,104,,,,,-21268,44450,-41087,-40247,1067,838256,-339457,-339457,,,,,,,,-6876,-13904,,-1726,-361962,,6066337,1,"MERS of Michigan administers pension and other benefits for employees of more than 800 municipalities and other political subdivisions that have elected to participate. The system also administers defined contribution and hybrid retirement plans and various health insurance plans for its member cities, which may choose the type of retirement and health plan coverage.",2001,2022,MI,2014 MERS CAFR P 29,
